Histone variant,Previous HGNC Symbol,Interactor gene,Interactor category,PDBID,BioGRID count,String count,IntAct count
TS H1.6,HIST1H1T,KIAA0020,,,1,0,0
TS H1.6,HIST1H1T,UPF1,"TF,Replication associated,DNA repair",,1,0,1
TS H1.6,HIST1H1T,DDX54,,,1,0,1
TS H1.6,HIST1H1T,ZCCHC7,,,1,0,1
TS H1.6,HIST1H1T,GNL2,,,1,0,1
TS H1.6,HIST1H1T,CCDC137,,,1,0,1
TS H1.6,HIST1H1T,U2SURP,,,1,0,1
TS H1.6,HIST1H1T,TOE1,,,1,0,1
TS H1.6,HIST1H1T,DDX27,,,1,0,1
TS H1.6,HIST1H1T,SRRM1,TF,,1,0,1
TS H1.6,HIST1H1T,PRPF4B,,,1,0,1
TS H1.6,HIST1H1T,TTF1,TF,,1,0,1
TS H1.6,HIST1H1T,RPS15,TF,,1,0,1
TS H1.6,HIST1H1T,ZNF771,,,1,0,1
TS H1.6,HIST1H1T,ZCCHC9,,,1,0,1
TS H1.6,HIST1H1T,MPHOSPH10,,,1,0,1
TS H1.6,HIST1H1T,MOV10,,,1,0,1
TS H1.6,HIST1H1T,FARS2,,,1,0,1
TS H1.6,HIST1H1T,GTPBP4,,,1,0,1
TS H1.6,HIST1H1T,BRIX1,,,1,0,1
TS H1.6,HIST1H1T,CHERP,,,1,0,1
TS H1.6,HIST1H1T,ZNF668,,,1,0,1
TS H1.6,HIST1H1T,DDX21,,,1,0,1
TS H1.6,HIST1H1T,DDX10,,,1,0,1
TS H1.6,HIST1H1T,RRP8,"PTM readers,Chromatin remodelers",,1,0,1
TS H1.6,HIST1H1T,RRS1,,,1,0,1
TS H1.6,HIST1H1T,RPS3A,,,1,0,1
TS H1.6,HIST1H1T,PRDM10,,,1,0,1
TS H1.6,HIST1H1T,RPF2,,,1,0,1
TS H1.6,HIST1H1T,NOC4L,,,1,0,1
TS H1.6,HIST1H1T,DDX56,,,1,0,1
TS H1.6,HIST1H1T,C9orf114,,,1,0,0
TS H1.6,HIST1H1T,RPS3,TF,,1,0,1
TS H1.6,HIST1H1T,NKAP,,,1,0,1
TS H1.6,HIST1H1T,YTHDC1,,,1,0,1
TS H1.6,HIST1H1T,RPL10A,,,1,0,1
TS H1.6,HIST1H1T,GSK3B,,,0,0,1
TS H1.6,HIST1H1T,SPOUT1,,,0,0,1
TS H1.6,HIST1H1T,PUM3,,,0,0,1
TS H1.6,HIST1H1T,ZNF724,,,0,0,1
TS H1.6,HIST1H1T,MRPS18A,,,0,0,1
TS H1.6,HIST1H1T,MRPL27,,,0,0,1
TS H1.6,HIST1H1T,TRA2A,,,0,0,1
TS H1.6,HIST1H1T,MRPL3,,,0,0,1
TS H1.6,HIST1H1T,SET,"Histone chaperones,Replication associated",,0,0,1
TS H1.6,HIST1H1T,YPEL5,,,0,0,1
TS H1.6,HIST1H1T,RANGAP1,,,0,0,1
TS H1.6,HIST1H1T,SRSF10,,,0,0,1
TS H1.6,HIST1H1T,MRPL39,,,0,0,1
TS H1.6,HIST1H1T,USP34,,,0,0,1
TS H1.6,HIST1H1T,NOC2L,,,0,0,1
TS H1.6,HIST1H1T,WDR43,,,0,0,1
TS H1.6,HIST1H1T,SNRPA1,,,0,0,1
TS H1.6,HIST1H1T,TP53BP1,"TF,Replication associated,DNA repair",,0,0,1
TS H1.6,HIST1H1T,SRCAP,"PTM writers,TF",,0,0,1
TS H1.6,HIST1H1T,WDR18,,,0,0,1
TS H1.6,HIST1H1T,MRPL43,,,0,0,1
TS H1.6,HIST1H1T,MRPL4,,,0,0,1
TS H1.6,HIST1H1T,MRPL19,,,0,0,1
TS H1.6,HIST1H1T,MRPL44,,,0,0,1
TS H1.6,HIST1H1T,TRA2B,,,0,0,1
TS H1.6,HIST1H1T,CENPB,TF,,0,0,1
TS H1.6,HIST1H1T,SRSF9,,,0,0,1
TS H1.6,HIST1H1T,MRPL18,,,0,0,1
TS H1.6,HIST1H1T,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,0,0,1
TS H1.6,HIST1H1T,MRPL20,,,0,0,1
TS H1.6,HIST1H1T,DIEXF,,,0,0,1
H1.0,H1F0,CDK2,"TF,Replication associated",,0,1,1
H1.0,H1F0,HIST3H3,,,1,1,0
H1.0,H1F0,RNF168,"PTM writers,DNA repair",,0,2,2
H1.0,H1F0,XBP1,,,1,0,0
H1.0,H1F0,APP,TF,,1,0,0
H1.0,H1F0,UGT8,,,1,0,1
H1.0,H1F0,CNTRL,,,1,0,0
H1.0,H1F0,LIPH,,,1,0,1
H1.0,H1F0,CHD8,,,1,0,1
H1.0,H1F0,DDX52,,,1,0,1
H1.0,H1F0,ERICH6B,,,1,0,0
H1.0,H1F0,PRKAR1B,,,1,0,1
H1.0,H1F0,TEC,,,1,0,1
H1.0,H1F0,MAP1B,,,1,0,0
H1.0,H1F0,NEDD4,PTM writers,,1,0,1
H1.0,H1F0,SARS,,,1,0,0
H1.0,H1F0,HNRNPU,TF,,1,0,0
H1.0,H1F0,ESRP1,,,1,0,1
H1.0,H1F0,PIK3C3,,,1,0,1
H1.0,H1F0,MED12,,,1,0,1
H1.0,H1F0,ALPK3,,,1,0,1
H1.0,H1F0,CCDC113,,,1,0,1
H1.0,H1F0,PLCE1,,,1,0,1
H1.0,H1F0,FGFBP1,,,1,0,1
H1.0,H1F0,HAUS6,,,1,0,1
H1.0,H1F0,SARS1,,,0,0,1
H1.0,H1F0,HSPA7,,,0,0,1
H1.0,H1F0,H3-4,,,0,0,1
H1.0,H1F0,TRIM37,,,0,0,1
H1.0,H1F0,psi-mi:lorf2_human(display_long),,,0,0,1
H1.0,H1F0,MYO1F,,,0,0,1
H1.0,H1F0,PRSS23,,,0,0,1
H1.0,H1F0,AXIN1,,,0,0,1
H1.0,H1F0,FMR1,,,0,0,1
H1.0,H1F0,TSPYL4,Histone chaperones,,0,0,1
macroH2A.2,H2AFY2,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,1,1,1
macroH2A.2,H2AFY2,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,0,1,1
macroH2A.2,H2AFY2,SUZ12,"PTM writers,TF,Transcription associated",,0,1,1
macroH2A.2,H2AFY2,FAM133A,,,3,3,3
macroH2A.2,H2AFY2,MAK16,,,1,1,1
macroH2A.2,H2AFY2,HIST2H3PS2,,,1,1,0
macroH2A.2,H2AFY2,WWP1,"PTM writers,TF",,1,0,0
macroH2A.2,H2AFY2,TUBA8,,,1,0,1
macroH2A.2,H2AFY2,TONSL,Histone chaperones,,1,0,1
macroH2A.2,H2AFY2,IPO9,,,1,0,1
macroH2A.2,H2AFY2,ZNF189,TF,,1,0,1
macroH2A.2,H2AFY2,MMS22L,,,1,0,1
macroH2A.2,H2AFY2,CENPQ,,,1,0,1
macroH2A.2,H2AFY2,ZCCHC17,,,1,0,1
macroH2A.2,H2AFY2,HEXIM1,TF,,1,0,1
macroH2A.2,H2AFY2,CENPC,TF,,1,0,1
macroH2A.2,H2AFY2,SPTY2D1,Histone chaperones,,1,0,1
macroH2A.2,H2AFY2,PPM1G,,,1,0,1
macroH2A.2,H2AFY2,CDKN2AIP,,,1,0,1
macroH2A.2,H2AFY2,BRIX1,,,1,0,1
macroH2A.2,H2AFY2,KIAA0020,,,1,0,0
macroH2A.2,H2AFY2,RPL26L1,,,1,0,1
macroH2A.2,H2AFY2,PARP2,"TF,DNA repair",,1,0,1
macroH2A.2,H2AFY2,TRMT1L,,,1,0,1
macroH2A.2,H2AFY2,REXO4,TF,,1,0,1
macroH2A.2,H2AFY2,RBM28,,,1,0,1
macroH2A.2,H2AFY2,PDCD11,TF,,1,0,1
macroH2A.2,H2AFY2,MCM2,"Histone chaperones,TF,Replication associated",,1,0,1
macroH2A.2,H2AFY2,RPL3,,,1,0,1
macroH2A.2,H2AFY2,URB1,,,1,0,1
macroH2A.2,H2AFY2,TRIM26,TF,,1,0,1
macroH2A.2,H2AFY2,CCNT1,TF,,1,0,1
macroH2A.2,H2AFY2,BBX,TF,,1,0,1
macroH2A.2,H2AFY2,C11orf57,,,1,0,0
macroH2A.2,H2AFY2,PURB,"TF,Replication associated",,1,0,1
macroH2A.2,H2AFY2,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,1,0,1
macroH2A.2,H2AFY2,RFC1,"TF,Replication associated,DNA repair",,1,0,1
macroH2A.2,H2AFY2,RPF2,,,1,0,1
macroH2A.2,H2AFY2,MYBBP1A,"Chromatin remodelers,TF",,1,0,1
macroH2A.2,H2AFY2,NOP2,,,1,0,1
macroH2A.2,H2AFY2,BMS1,,,1,0,1
macroH2A.2,H2AFY2,ZFP62,,,1,0,1
macroH2A.2,H2AFY2,RRS1,,,1,0,1
macroH2A.2,H2AFY2,RBM34,,,1,0,1
macroH2A.2,H2AFY2,NLE1,,,1,0,1
macroH2A.2,H2AFY2,GLYR1,"PTM readers,TF",,1,0,1
macroH2A.2,H2AFY2,NSA2,,,1,0,1
macroH2A.2,H2AFY2,MRPL34,,,1,0,1
macroH2A.2,H2AFY2,NOC3L,,,1,0,1
macroH2A.2,H2AFY2,URB2,,,1,0,1
macroH2A.2,H2AFY2,CCNT2,,,1,0,1
macroH2A.2,H2AFY2,DDX18,,,1,0,1
macroH2A.2,H2AFY2,PPAN-P2RY11,,,1,0,0
macroH2A.2,H2AFY2,PATZ1,TF,,1,0,1
macroH2A.2,H2AFY2,CEBPZ,TF,,1,0,1
macroH2A.2,H2AFY2,RBM19,,,1,0,1
macroH2A.2,H2AFY2,RPF1,PTM writers,,1,0,1
macroH2A.2,H2AFY2,MCM4,"TF,Replication associated",,1,0,1
macroH2A.2,H2AFY2,RPL7L1,TF,,1,0,1
macroH2A.2,H2AFY2,RPL37A,,,1,0,1
macroH2A.2,H2AFY2,RPLP0,,,1,0,1
macroH2A.2,H2AFY2,TEX10,PTM writers,,1,0,1
macroH2A.2,H2AFY2,DKC1,Replication associated,,1,0,1
macroH2A.2,H2AFY2,DDX24,,,1,0,1
macroH2A.2,H2AFY2,RSBN1,,,1,0,1
macroH2A.2,H2AFY2,DDX31,,,1,0,1
macroH2A.2,H2AFY2,RPL4,,,1,0,1
macroH2A.2,H2AFY2,RPS13,,,1,0,1
macroH2A.2,H2AFY2,DDX51,,,1,0,1
macroH2A.2,H2AFY2,PRPF4B,,,1,0,1
macroH2A.2,H2AFY2,MRTO4,,,1,0,1
macroH2A.2,H2AFY2,EBNA1BP2,,,1,0,1
macroH2A.2,H2AFY2,MINA,,,1,0,0
macroH2A.2,H2AFY2,RPL8,,,1,0,1
macroH2A.2,H2AFY2,DDX21,,,1,0,1
macroH2A.2,H2AFY2,RPL7A,,,1,0,1
macroH2A.2,H2AFY2,ZC3H8,TF,,1,0,1
macroH2A.2,H2AFY2,RRP8,"PTM readers,Chromatin remodelers",,1,0,1
macroH2A.2,H2AFY2,DHX57,,,1,0,1
macroH2A.2,H2AFY2,RPL15,,,1,0,1
macroH2A.2,H2AFY2,ZNF770,TF,,1,0,1
macroH2A.2,H2AFY2,GTPBP4,,,1,0,1
macroH2A.2,H2AFY2,PPAN,,,0,0,1
macroH2A.2,H2AFY2,RIOX2,,,0,0,1
macroH2A.2,H2AFY2,NKAPD1,,,0,0,1
macroH2A.2,H2AFY2,H3-2,,,0,0,1
macroH2A.2,H2AFY2,PUM3,,,0,0,1
macroH2A.2,H2AFY2,FMR1,,,0,0,1
macroH2A.1,H2AFY,PHF14,PTM readers,,2,2,0
macroH2A.1,H2AFY,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,1,1,0
macroH2A.1,H2AFY,XRCC5,"TF,DNA repair",,1,1,0
macroH2A.1,H2AFY,ATRX,"PTM readers,DNA modificators,Histone chaperones,TF,DNA repair",,4,4,4
macroH2A.1,H2AFY,EED,"PTM writers,PTM readers,TF,Transcription associated",,1,1,0
macroH2A.1,H2AFY,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,2,2,0
macroH2A.1,H2AFY,MECP2,TF,,1,1,1
macroH2A.1,H2AFY,TOP1,"TF,Replication associated",,1,1,0
macroH2A.1,H2AFY,CBX1,"PTM readers,Chromatin architecture",,2,2,2
macroH2A.1,H2AFY,CBX3,"PTM readers,TF,Chromatin architecture",,1,1,0
macroH2A.1,H2AFY,BMI1,"PTM writers,TF",,1,1,0
macroH2A.1,H2AFY,DNMT3B,"PTM readers,DNA modificators,TF",,1,1,0
macroH2A.1,H2AFY,HDAC1,"PTM erasers,PTM readers,Chromatin remodelers,TF",,3,3,0
macroH2A.1,H2AFY,HIST1H3A,,,1,1,0
macroH2A.1,H2AFY,DEK,"Chromatin remodelers,Histone chaperones,TF",,1,1,0
macroH2A.1,H2AFY,HSPA4,,,1,1,0
macroH2A.1,H2AFY,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,18,18,18
macroH2A.1,H2AFY,SMARCA5,"Chromatin remodelers,Histone chaperones,TF",,1,1,0
macroH2A.1,H2AFY,RUVBL1,"PTM writers,Chromatin remodelers,TF",,1,1,0
macroH2A.1,H2AFY,KDM2A,"PTM erasers,TF",,1,1,0
macroH2A.1,H2AFY,ERBB2,TF,,7,7,7
macroH2A.1,H2AFY,SMARCA4,"PTM readers,Chromatin remodelers,TF",,1,1,0
macroH2A.1,H2AFY,EZH2,"PTM writers,TF,Transcription associated",,1,1,0
macroH2A.1,H2AFY,NAP1L1,"Histone chaperones,Replication associated",,1,1,0
macroH2A.1,H2AFY,WDR77,TF,,1,0,0
macroH2A.1,H2AFY,RCC1,,,1,0,0
macroH2A.1,H2AFY,RAN,TF,,1,0,0
macroH2A.1,H2AFY,APP,TF,,1,0,0
macroH2A.1,H2AFY,ERICH2,,,6,0,6
macroH2A.1,H2AFY,RSF1,"PTM readers,Chromatin remodelers,Histone chaperones,TF",,1,0,0
macroH2A.1,H2AFY,ZMYM3,TF,,1,0,0
macroH2A.1,H2AFY,RBMX,,,1,0,0
macroH2A.1,H2AFY,CBX8,"PTM writers,PTM readers,TF,Transcription associated",,1,0,0
macroH2A.1,H2AFY,ARID1A,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,CETN2,,,1,0,0
macroH2A.1,H2AFY,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,MTA2,"PTM erasers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,MTA1,"PTM erasers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,GATAD2A,"PTM erasers,DNA modificators,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,ADNP,TF,,1,0,0
macroH2A.1,H2AFY,BPTF,"PTM readers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,BAZ2A,"PTM readers,DNA modificators,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,GATAD2B,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",,1,0,0
macroH2A.1,H2AFY,SET,"Histone chaperones,Replication associated",,1,0,0
macroH2A.1,H2AFY,POGZ,TF,,1,0,0
macroH2A.1,H2AFY,SMARCA1,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,MBD3,"PTM erasers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,DNMT3A,"PTM readers,DNA modificators,TF",,1,0,0
macroH2A.1,H2AFY,SMARCC1,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,DDB1,"PTM writers,TF,DNA repair",,1,0,0
macroH2A.1,H2AFY,EHMT2,"PTM writers,PTM readers,TF",,1,0,0
macroH2A.1,H2AFY,SMARCC2,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,USP48,,,1,0,0
macroH2A.1,H2AFY,CHD8,,,1,0,0
macroH2A.1,H2AFY,WIZ,,,1,0,0
macroH2A.1,H2AFY,SIN3A,"PTM erasers,Chromatin remodelers,TF,Replication associated",,1,0,0
macroH2A.1,H2AFY,MSH6,"PTM readers,TF,DNA repair",,1,0,0
macroH2A.1,H2AFY,PBRM1,"PTM readers,Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,1,0,0
macroH2A.1,H2AFY,SMARCD2,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,WDR18,,,1,0,0
macroH2A.1,H2AFY,ZMYM2,,,1,0,0
macroH2A.1,H2AFY,SMARCE1,"Chromatin remodelers,Histone chaperones,TF",,1,0,0
macroH2A.1,H2AFY,ZMYND8,PTM readers,,1,0,0
macroH2A.1,H2AFY,MATR3,,,1,0,0
macroH2A.1,H2AFY,ADNP2,,,1,0,0
macroH2A.1,H2AFY,GTF3C1,,,1,0,0
macroH2A.1,H2AFY,SMARCB1,"Chromatin remodelers,TF",,1,0,0
macroH2A.1,H2AFY,DPF2,"PTM readers,Chromatin remodelers",,1,0,0
macroH2A.1,H2AFY,SENP3,PTM writers,,1,0,0
macroH2A.1,H2AFY,WHSC1L1,PTM writers,,1,0,0
macroH2A.1,H2AFY,TONSL,Histone chaperones,,1,0,0
macroH2A.1,H2AFY,GTF3C4,"PTM writers,TF",,1,0,0
macroH2A.1,H2AFY,CDC5L,,,1,0,0
macroH2A.1,H2AFY,RCOR1,TF,,1,0,0
macroH2A.1,H2AFY,GTF3C3,,,1,0,0
macroH2A.1,H2AFY,SRSF9,,,1,0,0
macroH2A.1,H2AFY,SUPT6H,"Histone chaperones,TF",,1,0,0
macroH2A.1,H2AFY,ANXA2,,,1,0,0
macroH2A.1,H2AFY,SF3B3,,,1,0,0
macroH2A.1,H2AFY,RBM39,,,1,0,0
macroH2A.1,H2AFY,ARID4A,TF,,1,0,0
macroH2A.1,H2AFY,SUZ12,"PTM writers,TF,Transcription associated",,1,0,0
macroH2A.1,H2AFY,TPX2,,,1,0,0
macroH2A.1,H2AFY,NOL9,,,1,0,0
macroH2A.1,H2AFY,CTCF,"DNA modificators,TF,Chromatin architecture",,1,0,0
macroH2A.1,H2AFY,HDGFRP2,,,1,0,0
macroH2A.1,H2AFY,PRDX1,,,1,0,0
macroH2A.1,H2AFY,GTF2I,"TF,Chromatin architecture",,1,0,0
macroH2A.1,H2AFY,POLR2B,"TF,Transcription associated",,1,0,0
macroH2A.1,H2AFY,RLF,TF,,1,0,0
macroH2A.1,H2AFY,VPRBP,,,1,0,0
macroH2A.1,H2AFY,CENPB,TF,,1,0,0
macroH2A.1,H2AFY,TRAF2,,,1,0,0
macroH2A.1,H2AFY,C11orf57,,,1,0,0
macroH2A.1,H2AFY,SREK1IP1,,,2,0,2
macroH2A.1,H2AFY,ZNF622,,,2,0,2
macroH2A.1,H2AFY,VCX2,,,2,0,2
macroH2A.1,H2AFY,FAM133A,,,2,0,2
macroH2A.1,H2AFY,KRTAP10-8,,,1,0,0
macroH2A.1,H2AFY,CYSRT1,,,1,0,1
macroH2A.1,H2AFY,TRIM26,TF,,2,0,2
macroH2A.1,H2AFY,LOC102724334,,,1,0,0
macroH2A.1,H2AFY,KRT76,,,1,0,1
macroH2A.1,H2AFY,SRPK1,,,0,0,1
macroH2A.1,H2AFY,NKAPD1,,,0,0,2
H2A.X,H2AFX,TAF1C,TF,,1,1,1
H2A.X,H2AFX,NHEJ1,"TF,DNA repair",,0,1,1
H2A.X,H2AFX,GATAD2B,"Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,MCM6,"TF,Replication associated",,2,2,2
H2A.X,H2AFX,SUPT16H,"Histone chaperones,TF,Replication associated,DNA repair",,12,12,12
H2A.X,H2AFX,TOP2A,"PTM readers,TF,Replication associated,DNA repair",,0,1,1
H2A.X,H2AFX,PPIA,,,1,1,1
H2A.X,H2AFX,PAXIP1,,,0,7,7
H2A.X,H2AFX,XRCC5,"TF,DNA repair",,2,2,2
H2A.X,H2AFX,EGFR,TF,,1,1,0
H2A.X,H2AFX,PABPC1,,,2,2,2
H2A.X,H2AFX,SMARCA1,"Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,SIN3A,"PTM erasers,Chromatin remodelers,TF,Replication associated",,1,1,0
H2A.X,H2AFX,ANXA5,,,1,1,1
H2A.X,H2AFX,SMC3,"Chromatin architecture,DNA repair",,1,1,0
H2A.X,H2AFX,CTCF,"DNA modificators,TF,Chromatin architecture",,1,1,1
H2A.X,H2AFX,DDB1,"PTM writers,TF,DNA repair",,1,1,0
H2A.X,H2AFX,DMAP1,"PTM writers,DNA modificators,Chromatin remodelers,TF,Replication associated",,1,1,0
H2A.X,H2AFX,HDAC2,"PTM writers,PTM erasers,Chromatin remodelers,TF,Transcription associated,Replication associated",,1,1,0
H2A.X,H2AFX,CBX5,"PTM writers,PTM erasers,PTM readers,Chromatin remodelers,TF,Chromatin architecture",,1,1,0
H2A.X,H2AFX,LIG3,"TF,Replication associated,DNA repair",,1,1,1
H2A.X,H2AFX,SUZ12,"PTM writers,TF,Transcription associated",,1,1,0
H2A.X,H2AFX,RAD51,"TF,Replication associated,DNA repair",,4,4,4
H2A.X,H2AFX,RAD50,"TF,Replication associated,DNA repair",,8,8,8
H2A.X,H2AFX,HIST3H3,,,1,1,0
H2A.X,H2AFX,KAT8,PTM writers,,1,1,1
H2A.X,H2AFX,CBX3,"PTM readers,TF,Chromatin architecture",,1,1,0
H2A.X,H2AFX,UBC,,,1,1,0
H2A.X,H2AFX,BMI1,"PTM writers,TF",,3,3,0
H2A.X,H2AFX,BAZ2A,"PTM readers,DNA modificators,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,ATM,"PTM writers,TF,DNA repair",,4,4,0
H2A.X,H2AFX,CSNK2A1,"PTM erasers,Chromatin remodelers",,2,2,0
H2A.X,H2AFX,MSH2,,,1,1,0
H2A.X,H2AFX,MTA2,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,MRE11A,"TF,Replication associated,DNA repair",,3,3,0
H2A.X,H2AFX,RNF168,"PTM writers,DNA repair",,6,6,6
H2A.X,H2AFX,RSF1,"PTM readers,Chromatin remodelers,Histone chaperones,TF",,1,1,0
H2A.X,H2AFX,XRCC1,"TF,DNA repair",,0,1,1
H2A.X,H2AFX,CHD4,"PTM erasers,PTM readers,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,CHD1L,"TF,DNA repair",,1,1,1
H2A.X,H2AFX,POLH,,,0,1,1
H2A.X,H2AFX,TP53BP1,"TF,Replication associated,DNA repair",,30,30,30
H2A.X,H2AFX,MBD3,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,MDC1,DNA repair,,90,90,90
H2A.X,H2AFX,DNMT3B,"PTM readers,DNA modificators,TF",,1,1,0
H2A.X,H2AFX,PPP4R2,,,0,1,1
H2A.X,H2AFX,ARID4B,TF,,1,1,0
H2A.X,H2AFX,TRIM28,"PTM readers,TF",,1,1,1
H2A.X,H2AFX,SMC1A,"Chromatin architecture,DNA repair",,1,1,0
H2A.X,H2AFX,APBB1,TF,,0,1,1
H2A.X,H2AFX,RUVBL2,"PTM writers,Chromatin remodelers,TF,DNA repair",,1,1,0
H2A.X,H2AFX,HIST1H3A,,,3,3,0
H2A.X,H2AFX,EEF1A1,,,1,1,0
H2A.X,H2AFX,TOPORS,TF,,1,1,0
H2A.X,H2AFX,MTA1,"PTM erasers,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,AIFM1,TF,,1,1,1
H2A.X,H2AFX,BLM,"TF,Replication associated,DNA repair",,1,1,0
H2A.X,H2AFX,EYA1,"PTM erasers,DNA repair",,1,1,1
H2A.X,H2AFX,MLH1,"TF,DNA repair",,1,1,0
H2A.X,H2AFX,WRAP53,,,1,1,0
H2A.X,H2AFX,SSRP1,"Histone chaperones,TF,Replication associated,DNA repair",,3,3,3
H2A.X,H2AFX,MAPK8,,,0,3,3
H2A.X,H2AFX,EYA3,"PTM erasers,TF,DNA repair",,1,1,1
H2A.X,H2AFX,HSPA5,,,1,1,0
H2A.X,H2AFX,MSH6,"PTM readers,TF,DNA repair",,2,2,0
H2A.X,H2AFX,MTA3,"Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,RNF20,"PTM writers,TF",,0,1,1
H2A.X,H2AFX,RAD23B,"PTM writers,TF,DNA repair",,1,1,0
H2A.X,H2AFX,PARP2,"TF,DNA repair",,1,1,1
H2A.X,H2AFX,XRCC6,"TF,DNA repair",,7,7,7
H2A.X,H2AFX,PALB2,,,0,2,2
H2A.X,H2AFX,TP53,"TF,Replication associated,DNA repair",,1,1,0
H2A.X,H2AFX,TERF2IP,"TF,Replication associated",,0,1,1
H2A.X,H2AFX,BRCA2,"TF,Replication associated,DNA repair",,3,3,0
H2A.X,H2AFX,SAP130,"PTM writers,TF",,1,1,0
H2A.X,H2AFX,HIST2H3C,,,1,1,0
H2A.X,H2AFX,UBB,,,1,1,1
H2A.X,H2AFX,TIMELESS,,,1,1,1
H2A.X,H2AFX,PARP1,"PTM writers,TF,Chromatin architecture,DNA repair",,100,100,100
H2A.X,H2AFX,HSP90AA1,Histone chaperones,,1,1,1
H2A.X,H2AFX,SMARCA5,"Chromatin remodelers,Histone chaperones,TF",,1,1,0
H2A.X,H2AFX,CALR,TF,,8,8,8
H2A.X,H2AFX,FANCD2,DNA repair,,1,1,1
H2A.X,H2AFX,MCM2,"Histone chaperones,TF,Replication associated",,1,1,1
H2A.X,H2AFX,LMNA,,,3,3,3
H2A.X,H2AFX,ACTB,PTM writers,6LTJ,1,1,1
H2A.X,H2AFX,DDX21,,,1,1,0
H2A.X,H2AFX,RPS27A,,,1,1,1
H2A.X,H2AFX,INO80,"Chromatin remodelers,TF",,0,2,2
H2A.X,H2AFX,GATAD2A,"PTM erasers,DNA modificators,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,TP53I3,,,1,1,0
H2A.X,H2AFX,FOXO3,TF,,1,1,0
H2A.X,H2AFX,KAT5,"PTM writers,Chromatin remodelers,TF,DNA repair",,5,5,5
H2A.X,H2AFX,PPM1D,PTM erasers,,3,3,3
H2A.X,H2AFX,EHMT2,"PTM writers,PTM readers,TF",,1,1,0
H2A.X,H2AFX,PPP2CA,PTM erasers,,0,1,1
H2A.X,H2AFX,CBX2,"PTM readers,TF,Transcription associated",,1,1,0
H2A.X,H2AFX,RUVBL1,"PTM writers,Chromatin remodelers,TF",,1,1,0
H2A.X,H2AFX,ACTR5,,,0,1,1
H2A.X,H2AFX,NCL,"Histone chaperones,TF",,1,1,0
H2A.X,H2AFX,KDM2A,"PTM erasers,TF",,1,1,0
H2A.X,H2AFX,DNMT3A,"PTM readers,DNA modificators,TF",,1,1,0
H2A.X,H2AFX,RNF2,"PTM writers,TF,Transcription associated",,2,2,0
H2A.X,H2AFX,CHAF1A,"Chromatin remodelers,Histone chaperones,Replication associated,DNA repair",,1,1,0
H2A.X,H2AFX,NBN,"Replication associated,DNA repair",,72,72,72
H2A.X,H2AFX,VRK1,,,0,3,3
H2A.X,H2AFX,DNMT1,"DNA modificators,TF,Replication associated",,0,1,1
H2A.X,H2AFX,USP11,,,1,1,0
H2A.X,H2AFX,DHX9,TF,,1,1,0
H2A.X,H2AFX,RAD17,"Replication associated,DNA repair",,1,1,0
H2A.X,H2AFX,TDP1,"TF,DNA repair",,0,3,3
H2A.X,H2AFX,B2M,,,0,5,5
H2A.X,H2AFX,RCC1,,,1,1,0
H2A.X,H2AFX,PRKDC,"PTM writers,TF,DNA repair",,3,3,3
H2A.X,H2AFX,KAT2A,"PTM writers,PTM readers,TF",,2,2,2
